,fullVisitorId,totals.transactionRevenue,totals.hits,totals.pageviews,visitNumber,visitStartTime,totals.bounces,totals.newVisits,channelGrouping,device.browser,device.deviceCategory,device.operatingSystem,geoNetwork.city,geoNetwork.continent,geoNetwork.country,geoNetwork.metro,geoNetwork.networkDomain,geoNetwork.region,geoNetwork.subContinent,trafficSource.adContent,trafficSource.adwordsClickInfo.adNetworkType,trafficSource.adwordsClickInfo.gclId,trafficSource.adwordsClickInfo.page,trafficSource.adwordsClickInfo.slot,trafficSource.campaign,trafficSource.keyword,trafficSource.medium,trafficSource.referralPath,trafficSource.source,trafficSource.adwordsClickInfo.isVideoAd,trafficSource.isTrueDirect
589465,3.2715445873072717e+18,44790000.0,80.0,36.0,3.0,1477674549.0,0.0,0.0,6,35,0,7,955,2,218,122,38725,482,12,62,3,59008,11,3,4,3327,6,0,358,1,0
589466,1.8141664602293028e+18,1025950000.0,97.0,70.0,2.0,1477703873.0,0.0,0.0,2,35,0,3,955,2,218,122,11367,482,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
589468,3.44464270601341e+18,813140000.0,112.0,82.0,2.0,1477705714.0,0.0,0.0,2,35,0,7,955,2,218,122,31119,482,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
589469,3.873009955813e+18,39970000.0,112.0,71.0,1.0,1477694641.0,0.0,1.0,4,35,1,23,955,2,218,122,0,482,12,62,3,59008,11,3,4,11,5,3196,208,1,1
593126,2.024172620398136e+18,10990000.0,18.0,16.0,2.0,1498937541.0,0.0,0.0,4,72,0,7,751,2,218,100,7653,73,12,62,3,59008,11,3,4,11,5,3196,208,1,0
593167,4.855673784399653e+18,46970000.0,36.0,31.0,1.0,1498965158.0,0.0,1.0,4,35,0,7,955,2,218,122,4284,482,12,62,3,59008,11,3,4,11,5,3196,208,1,1
593177,3.641847080616678e+18,26580000.0,54.0,40.0,16.0,1498945586.0,0.0,0.0,4,35,0,20,955,2,218,122,7652,482,12,62,3,59008,11,3,4,11,5,3196,208,1,0
593811,1.9049293431825526e+17,31590000.0,11.0,11.0,3.0,1500565897.0,0.0,0.0,4,35,0,7,749,2,218,100,0,73,12,62,3,59008,11,3,4,11,5,3196,208,1,1
593832,5.590346028970118e+18,99990000.0,25.0,22.0,1.0,1500600029.0,0.0,1.0,5,72,1,23,749,2,218,100,3048,73,12,62,1,50929,0,2,9,125,3,3196,208,0,1
593834,9.629138648067303e+18,33490000.0,28.0,24.0,1.0,1500586780.0,0.0,1.0,5,35,0,7,955,2,218,122,0,482,12,62,1,43383,0,2,9,125,3,3196,208,0,1
593837,9.911451154506609e+18,23100000.0,33.0,31.0,1.0,1500550722.0,0.0,1.0,4,35,1,1,182,2,218,19,0,187,12,62,3,59008,11,3,4,11,5,3196,208,1,1
593846,6.873140036612856e+18,595180000.0,92.0,48.0,17.0,1500557933.0,0.0,0.0,4,35,0,3,579,2,218,75,39450,280,12,62,3,59008,11,3,4,11,5,3196,208,1,0
593847,4.751166049756529e+16,96490000.0,123.0,93.0,1.0,1500598472.0,0.0,1.0,5,66,0,20,955,2,218,122,0,482,12,62,1,43356,0,2,9,125,3,3196,208,0,1
594584,1.2553683940126523e+18,201570000.0,9.0,9.0,3.0,1500597489.0,0.0,0.0,6,35,0,3,699,2,218,101,38725,467,12,62,3,59008,11,3,4,3327,6,0,358,1,0
594642,3.5331416364118344e+18,43970000.0,11.0,11.0,2.0,1500572415.0,0.0,0.0,2,35,2,1,955,2,218,122,7652,482,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
594668,7.320316463607491e+18,4500000.0,12.0,10.0,6.0,1500587836.0,0.0,0.0,2,35,0,20,955,2,218,122,0,482,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
594686,9.740627261104812e+18,35180000.0,13.0,11.0,2.0,1500591635.0,0.0,0.0,6,35,0,7,540,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,1
594688,6.390036557697404e+18,11400000.0,13.0,13.0,3.0,1500575521.0,0.0,0.0,4,35,0,20,955,2,218,122,0,482,12,62,3,59008,11,3,4,11,5,3196,208,1,0
594693,4.97861507887652e+18,31980000.0,13.0,13.0,2.0,1500567462.0,0.0,0.0,6,35,0,7,955,2,218,122,7652,482,12,62,3,59008,11,3,4,3327,6,0,358,1,0
594698,2.1185565560106929e+18,10390000.0,14.0,12.0,3.0,1500584430.0,0.0,0.0,2,35,0,6,540,2,218,100,0,73,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
594705,1.6751716478984527e+18,396000000.0,14.0,13.0,5.0,1500611920.0,0.0,0.0,6,35,0,7,540,2,218,100,38725,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
594713,1.1602049633892572e+18,42620000.0,14.0,14.0,7.0,1500566446.0,0.0,0.0,6,35,0,7,955,2,218,122,0,482,12,62,3,59008,11,3,4,3327,6,0,358,1,0
594719,4.0428805516852716e+18,21190000.0,15.0,13.0,2.0,1500559669.0,0.0,0.0,6,35,0,7,148,2,218,10,0,246,12,62,3,59008,11,3,4,3327,6,0,358,1,0
594732,7.089296120636038e+18,78950000.0,16.0,14.0,3.0,1500591500.0,0.0,0.0,4,72,0,7,463,2,218,61,0,73,12,62,3,59008,11,3,4,11,5,3196,494,1,0
594741,1.863054289029277e+18,447200000.0,17.0,15.0,6.0,1500583858.0,0.0,0.0,2,35,0,7,746,2,218,100,0,73,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
594761,7.40611584582638e+18,15990000.0,20.0,17.0,2.0,1500593117.0,0.0,0.0,6,35,0,7,540,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
594767,5.772921781547143e+18,100350000.0,20.0,17.0,4.0,1500561966.0,0.0,0.0,6,35,0,7,182,2,218,19,0,187,12,62,3,59008,11,3,4,3327,6,0,358,1,0
594771,4.819087387768547e+17,35180000.0,21.0,19.0,1.0,1500599384.0,0.0,1.0,6,35,0,6,829,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,1
594778,9.422085418164335e+18,90450000.0,23.0,23.0,5.0,1500540481.0,0.0,0.0,4,35,0,3,829,2,218,100,40367,73,12,62,3,59008,11,3,4,11,5,3196,208,1,0
594779,9.089896742439819e+18,69990000.0,23.0,19.0,4.0,1500599629.0,0.0,0.0,4,35,1,1,955,2,218,122,0,482,12,62,3,59008,11,3,4,11,5,3196,208,1,0
594782,5.991105517921492e+17,1091300000.0,24.0,18.0,2.0,1500575356.0,0.0,0.0,6,35,0,7,38,2,218,30,0,255,12,62,3,59008,11,3,4,3327,6,0,358,1,0
594784,4.0428805516852716e+18,24220000.0,24.0,19.0,1.0,1500556223.0,0.0,1.0,6,35,0,7,148,2,218,10,0,246,12,62,3,59008,11,3,4,3327,6,0,358,1,1
594789,3.7007148558299725e+18,29590000.0,25.0,17.0,5.0,1500598216.0,0.0,0.0,6,35,0,20,373,2,218,61,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
594794,7.974747290395914e+18,285850000.0,26.0,20.0,2.0,1500565283.0,0.0,0.0,6,35,0,20,955,2,218,122,0,482,12,62,3,59008,11,3,4,3327,6,0,358,1,0
594798,3.139557393320178e+18,23280000.0,28.0,23.0,1.0,1500567885.0,0.0,1.0,6,35,0,7,52,2,218,4,0,149,12,62,3,59008,11,3,4,3327,6,0,358,1,1
594802,6.803256328892942e+18,13590000.0,28.0,21.0,3.0,1500590050.0,0.0,0.0,6,35,0,3,829,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
594807,5.991105517921492e+17,287400000.0,30.0,24.0,3.0,1500577752.0,0.0,0.0,6,35,0,7,38,2,218,30,0,255,12,62,3,59008,11,3,4,3327,6,0,358,1,0
594808,9.035173114644246e+18,20990000.0,30.0,24.0,2.0,1500610588.0,0.0,0.0,4,35,0,7,955,2,218,122,0,482,12,62,3,59008,11,3,4,11,5,3196,208,1,0
594810,5.000038412644545e+18,55180000.0,30.0,22.0,2.0,1500584888.0,0.0,0.0,6,35,0,6,540,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
594814,9.060309108953687e+18,31960000.0,31.0,25.0,1.0,1500579086.0,0.0,1.0,2,72,1,23,463,2,218,61,31119,73,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
594820,4.693422077502535e+18,33270000.0,33.0,26.0,1.0,1500572409.0,0.0,1.0,2,35,0,20,955,2,218,122,7653,482,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
594826,1.9225107651643382e+18,27350000.0,37.0,29.0,1.0,1500583927.0,0.0,1.0,6,35,0,7,955,2,218,122,7652,482,12,62,3,59008,11,3,4,3327,6,0,358,1,1
594837,6.96402585067597e+17,16280000.0,43.0,27.0,2.0,1500594617.0,0.0,0.0,2,47,2,20,955,2,218,122,37724,482,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
594850,4.988517937139937e+18,116980000.0,61.0,30.0,6.0,1500600634.0,0.0,0.0,4,35,0,7,955,2,218,122,22662,482,12,62,3,59008,11,3,4,11,5,3196,208,1,0
594851,1.392760476578327e+18,44000000.0,63.0,35.0,1.0,1500613900.0,0.0,1.0,6,35,0,7,955,2,218,122,35989,482,12,62,3,59008,11,3,4,3327,6,0,358,1,1
594852,2.689556653800639e+18,53990000.0,68.0,52.0,5.0,1500599523.0,0.0,0.0,6,35,0,7,746,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
594855,2.8126540879249316e+18,16720000.0,84.0,68.0,10.0,1500594771.0,0.0,0.0,6,35,0,20,540,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
597144,3.9575569357825024e+18,283080000.0,8.0,8.0,4.0,1478186470.0,0.0,0.0,6,35,0,7,540,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
597184,4.1127580131557366e+18,27190000.0,10.0,10.0,1.0,1478207605.0,0.0,1.0,6,35,0,7,38,2,218,30,0,255,12,62,3,59008,11,3,4,3327,6,0,358,1,1
597231,2.6253694338033203e+17,69430000.0,11.0,11.0,3.0,1478157761.0,0.0,0.0,4,35,1,1,297,2,218,100,7652,73,12,62,3,59008,11,3,4,11,5,3196,208,1,0
597268,6.926912273313313e+18,74990000.0,13.0,11.0,3.0,1478216221.0,0.0,0.0,5,35,1,1,955,2,218,122,0,482,12,62,1,48772,0,2,9,125,3,3196,208,0,1
597272,2.003561262273244e+18,27190000.0,13.0,13.0,11.0,1478197103.0,0.0,0.0,2,35,0,3,955,2,218,122,14611,482,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
597292,9.377429831454005e+18,43980000.0,14.0,12.0,26.0,1478200442.0,0.0,0.0,4,35,0,20,955,2,218,122,4284,482,12,62,3,59008,11,3,4,11,5,3196,208,1,0
597296,3.0392356834042255e+18,62340000.0,14.0,12.0,3.0,1478203344.0,0.0,0.0,6,35,0,3,238,2,218,28,0,98,12,62,3,59008,11,3,4,3327,6,0,358,1,0
597305,4.1824073882647315e+17,10390000.0,15.0,11.0,1.0,1478207235.0,0.0,1.0,6,35,0,7,955,2,218,122,19137,482,12,62,3,59008,11,3,4,3327,6,0,358,1,1
597332,1.6100952429200925e+17,55990000.0,16.0,15.0,6.0,1478193327.0,0.0,0.0,4,35,0,20,955,2,218,122,14938,482,12,62,3,59008,11,3,4,11,5,3196,208,1,0
597340,9.044996785634983e+18,15990000.0,17.0,15.0,1.0,1478191030.0,0.0,1.0,6,35,0,20,955,2,218,122,7652,482,12,62,3,59008,11,3,4,3327,6,0,358,1,1
597341,4.4714157102069187e+18,759000000.0,17.0,15.0,29.0,1478235992.0,0.0,0.0,6,35,0,7,540,2,218,100,7652,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
597342,5.492367789301421e+18,59990000.0,17.0,17.0,2.0,1478195844.0,0.0,0.0,6,35,0,7,779,2,218,101,0,467,12,62,3,59008,11,3,4,3327,6,0,358,1,1
597352,4.011202411252217e+18,55990000.0,18.0,16.0,2.0,1478236842.0,0.0,0.0,4,35,1,23,955,2,218,122,0,482,12,62,3,59008,11,3,4,11,5,3196,208,1,0
597361,5.3386995170883725e+17,23990000.0,19.0,18.0,1.0,1478224853.0,0.0,1.0,6,35,0,7,636,2,218,100,7652,73,12,62,3,59008,11,3,4,3327,6,0,358,1,1
597373,4.545496229316623e+18,179800000.0,21.0,17.0,2.0,1478203028.0,0.0,0.0,6,35,0,7,540,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
597383,1.9064281643808566e+17,339250000.0,22.0,17.0,5.0,1478204871.0,0.0,0.0,6,35,0,7,579,2,218,75,0,280,12,62,3,59008,11,3,4,3327,6,0,358,1,0
597385,6.712048866788479e+17,33980000.0,23.0,18.0,1.0,1478195631.0,0.0,1.0,2,35,0,6,463,2,218,61,12391,73,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
597390,7.391031890337172e+18,27180000.0,23.0,19.0,1.0,1478193331.0,0.0,1.0,4,35,0,7,540,2,218,100,0,73,12,62,3,59008,11,3,4,11,5,3196,208,1,1
597392,8.919239727747918e+18,40770000.0,23.0,17.0,2.0,1478209457.0,0.0,0.0,6,35,0,7,955,3,112,122,38725,482,21,62,3,59008,11,3,4,3327,6,0,358,1,0
597398,9.514997449000983e+18,57570000.0,24.0,20.0,1.0,1478198441.0,0.0,1.0,6,35,0,7,579,2,218,75,0,280,12,62,3,59008,11,3,4,3327,6,0,358,1,1
597399,3.070332682472829e+18,29980000.0,24.0,22.0,3.0,1478220264.0,0.0,0.0,4,35,0,3,616,2,218,82,4154,139,12,62,3,59008,11,3,4,11,5,3196,208,1,0
597411,4.805986758316916e+18,2990000.0,27.0,23.0,2.0,1478237794.0,0.0,0.0,4,35,0,7,955,2,218,122,21080,482,12,62,3,59008,11,3,4,11,5,3196,208,1,0
597413,8.610202606437923e+17,65920000.0,28.0,18.0,4.0,1478236905.0,0.0,0.0,4,35,1,23,463,2,218,61,3048,73,12,62,3,59008,11,3,4,11,5,3196,208,1,0
597428,3.3070407955955523e+18,21970000.0,36.0,30.0,1.0,1478161769.0,0.0,1.0,4,35,0,7,1,3,201,0,15868,420,6,62,3,59008,11,3,4,11,5,3196,208,1,1
597431,8.458243418330971e+18,143550000.0,37.0,26.0,1.0,1478192011.0,0.0,1.0,2,35,0,7,955,2,218,122,7264,482,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
597435,4.372391290064421e+17,280000000.0,39.0,31.0,1.0,1478202218.0,0.0,1.0,2,35,0,7,182,2,218,19,0,187,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
597440,5.238123324211686e+18,14990000.0,42.0,35.0,2.0,1478225835.0,0.0,0.0,4,35,0,20,955,2,218,122,7652,482,12,62,3,59008,11,3,4,11,5,3196,208,1,0
597443,5.35643511980941e+18,18490000.0,42.0,33.0,7.0,1478184191.0,0.0,0.0,4,35,0,3,955,2,218,122,29884,482,12,62,3,59008,11,3,4,11,5,3196,208,1,0
597444,1.8381855185627187e+18,29980000.0,42.0,37.0,2.0,1478232588.0,0.0,0.0,4,72,1,23,955,2,218,122,0,482,12,62,3,59008,11,3,4,11,5,3196,208,1,0
597449,9.799169384521023e+18,21970000.0,53.0,42.0,1.0,1478228430.0,0.0,1.0,4,72,0,7,955,2,218,122,0,482,12,62,3,59008,11,3,4,11,5,3196,208,1,1
597453,4.986425760802372e+18,57580000.0,69.0,52.0,2.0,1478232750.0,0.0,0.0,6,35,0,7,955,2,218,122,0,482,12,62,3,59008,11,3,4,3327,6,0,358,1,0
597455,7.687734256049052e+18,95950000.0,73.0,54.0,2.0,1478189904.0,0.0,0.0,6,35,0,7,59,2,218,6,0,430,12,62,3,59008,11,3,4,3327,6,0,358,1,0
597460,1.3454357345650398e+17,122290000.0,90.0,62.0,25.0,1478209537.0,0.0,0.0,3,35,0,7,829,2,218,100,0,73,12,62,3,59008,11,3,4,3327,4,3196,171,1,1
597461,5.889911900700313e+18,1173790000.0,103.0,70.0,1.0,1478193659.0,0.0,1.0,6,35,0,3,749,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,1
600600,9.0864085781451e+18,63960000.0,10.0,10.0,1.0,1488692437.0,0.0,1.0,6,35,0,7,579,2,218,75,31119,280,12,62,3,59008,11,3,4,3327,6,0,358,1,1
600634,5.317791335633091e+18,3500000.0,14.0,12.0,3.0,1488699103.0,0.0,0.0,4,35,0,7,579,2,218,75,7653,280,12,62,3,59008,11,3,4,11,5,3196,208,1,0
600655,5.1764410104577645e+17,19750000.0,15.0,13.0,2.0,1488658878.0,0.0,0.0,6,35,0,7,749,2,218,100,7652,73,12,62,3,59008,11,3,4,3327,6,0,358,1,1
600675,9.310312423239348e+18,16990000.0,17.0,15.0,1.0,1488647115.0,0.0,1.0,4,35,0,20,955,4,75,122,39936,482,22,62,3,59008,11,3,4,11,5,3196,208,1,1
600682,6.615374904571614e+18,10990000.0,18.0,16.0,6.0,1488695634.0,0.0,0.0,4,72,1,23,955,3,105,122,35881,482,4,62,3,59008,11,3,4,11,5,3196,208,1,0
600703,1.456483801391424e+18,1990000.0,21.0,19.0,1.0,1488646405.0,0.0,1.0,4,43,0,20,911,2,218,116,6746,118,12,62,3,59008,11,3,4,11,5,3196,208,1,1
600706,5.78962826807428e+18,44790000.0,22.0,21.0,5.0,1488681619.0,0.0,0.0,4,35,0,7,540,2,218,100,7652,73,12,62,3,59008,11,3,4,11,5,3196,208,1,1
600720,3.523728607446967e+17,51870000.0,26.0,22.0,2.0,1488645220.0,0.0,0.0,5,35,0,3,955,2,218,122,31811,482,12,27,1,44477,0,2,7,2085,3,3196,208,0,1
600725,4.32599872916434e+18,15990000.0,27.0,25.0,2.0,1488650353.0,0.0,0.0,6,35,0,7,579,2,218,75,0,280,12,62,3,59008,11,3,4,3327,6,0,358,1,1
600727,9.461228084210317e+18,43180000.0,27.0,23.0,1.0,1488665742.0,0.0,1.0,6,35,0,7,955,2,218,122,0,482,12,62,3,59008,11,3,4,3327,6,0,358,1,1
600728,2.176646646506184e+18,4500000.0,28.0,28.0,1.0,1488687614.0,0.0,1.0,4,35,0,20,955,2,218,122,15575,482,12,62,3,59008,11,3,4,11,5,3196,208,1,1
600746,9.878983280738867e+18,31970000.0,35.0,29.0,1.0,1488642359.0,0.0,1.0,4,35,0,20,955,2,218,122,7652,482,12,62,3,59008,11,3,4,11,5,3196,208,1,1
600749,5.560297984999379e+18,34970000.0,38.0,31.0,7.0,1488655314.0,0.0,0.0,2,35,0,7,955,2,83,122,25236,482,3,62,3,59008,11,3,4,3327,0,3196,0,1,0
600751,3.019720322508502e+17,15990000.0,40.0,32.0,1.0,1488661720.0,0.0,1.0,4,35,0,20,955,2,218,122,31119,482,12,62,3,59008,11,3,4,11,5,3196,208,1,1
600752,1.3481758537705894e+17,132580000.0,40.0,36.0,5.0,1488684717.0,0.0,0.0,6,35,0,7,749,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
600757,3.448427623331795e+18,16990000.0,45.0,37.0,7.0,1488669840.0,0.0,0.0,4,35,0,20,955,2,218,122,29884,482,12,62,3,59008,11,3,4,11,5,3196,208,1,0
600758,9.457104387096902e+18,252590000.0,56.0,40.0,2.0,1488670491.0,0.0,0.0,6,35,0,7,540,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,1
600759,3.29315770943492e+18,56970000.0,56.0,42.0,1.0,1488665641.0,0.0,1.0,5,35,0,3,579,2,218,75,31119,280,12,62,1,44486,0,2,9,125,3,3196,208,0,1
600760,7.561014297963838e+18,74980000.0,58.0,46.0,6.0,1488660176.0,0.0,0.0,4,35,0,20,955,2,222,122,5793,482,15,62,3,59008,11,3,4,11,5,3196,208,1,1
600762,7.053040925143318e+17,31150000.0,60.0,45.0,2.0,1488652808.0,0.0,0.0,6,35,0,20,829,2,218,100,7652,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
600767,2.060318762356475e+18,3980000.0,70.0,53.0,3.0,1488662818.0,0.0,0.0,4,35,1,1,955,2,218,122,6417,482,12,62,3,59008,11,3,4,11,5,3196,208,1,0
600771,4.359929883683646e+18,197910000.0,87.0,65.0,14.0,1488657001.0,0.0,0.0,6,35,0,7,579,2,36,75,30961,280,12,62,3,59008,11,3,4,3327,6,0,358,1,0
600772,1.0582337837218572e+18,50420000.0,122.0,93.0,3.0,1488664638.0,0.0,0.0,4,35,0,20,955,2,132,122,29216,482,3,62,3,59008,11,3,4,11,5,3196,208,1,0
600774,4.983264713224876e+18,74850000.0,445.0,358.0,1.0,1488672213.0,0.0,1.0,2,35,0,20,955,2,222,122,38725,482,15,62,3,59008,11,3,4,3327,0,3196,0,1,0
600775,5.52667592603848e+18,87960000.0,500.0,466.0,1.0,1488663704.0,0.0,1.0,2,35,0,20,579,2,218,75,18051,280,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
600791,2.396848817613598e+18,112950000.0,238.0,182.0,2.0,1488656722.0,0.0,0.0,7,35,0,20,955,2,222,122,5793,482,15,62,3,59008,11,3,4,3327,6,0,323,1,0
603804,3.4020150873474755e+18,11190000.0,11.0,11.0,1.0,1492121599.0,0.0,1.0,6,35,0,6,401,2,218,101,0,467,12,62,3,59008,11,3,4,3327,6,0,358,1,1
603808,2.9676648274422835e+18,579200000.0,11.0,11.0,1.0,1492089129.0,0.0,1.0,6,35,0,3,52,2,218,4,0,149,12,62,3,59008,11,3,4,3327,6,0,358,1,1
603845,7.813149961404844e+18,41990000.0,13.0,11.0,119.0,1492110953.0,0.0,0.0,2,35,0,20,738,2,218,93,7653,461,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
603851,5.993773657417369e+18,79190000.0,13.0,13.0,1.0,1492100744.0,0.0,1.0,2,35,0,20,540,2,218,100,0,73,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
603859,5.514710857144039e+18,15190000.0,14.0,14.0,1.0,1492113980.0,0.0,1.0,6,35,0,3,749,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,1
603871,2.575683338056092e+18,55990000.0,15.0,15.0,3.0,1492091524.0,0.0,0.0,6,35,0,7,148,2,218,10,0,246,12,62,3,59008,11,3,4,3327,6,0,358,1,1
603882,4.15370401764817e+18,15960000.0,15.0,14.0,1.0,1492088880.0,0.0,1.0,4,35,1,23,955,2,218,122,0,482,12,62,3,59008,11,3,4,11,5,3196,208,1,1
603887,5.591828817981509e+18,81700000.0,16.0,13.0,6.0,1492104925.0,0.0,0.0,6,35,0,3,749,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,1
603890,9.865893747933434e+18,111980000.0,16.0,14.0,2.0,1492100047.0,0.0,0.0,6,35,0,7,229,2,218,26,0,430,12,62,3,59008,11,3,4,3327,6,0,358,1,1
603891,3.681035098319652e+16,115380000.0,16.0,12.0,5.0,1492115051.0,0.0,0.0,6,35,0,7,182,2,218,19,0,187,12,62,3,59008,11,3,4,3327,6,0,358,1,0
603896,9.530584099318362e+17,18990000.0,16.0,13.0,1.0,1492123356.0,0.0,1.0,4,35,0,20,955,2,218,122,7652,482,12,62,3,59008,11,3,4,11,5,3196,208,1,1
603900,7.032716503191251e+17,32620000.0,17.0,15.0,9.0,1492096366.0,0.0,0.0,4,35,0,7,579,2,218,75,0,280,12,62,3,59008,11,3,4,11,5,3196,208,1,0
603905,8.044382674941311e+18,306800000.0,17.0,15.0,1.0,1492101061.0,0.0,1.0,2,35,0,7,955,2,218,122,0,482,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
603909,3.6857543505364874e+18,1256850000.0,17.0,16.0,3.0,1492110104.0,0.0,0.0,6,35,0,7,540,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
603921,5.419394150428731e+17,10390000.0,20.0,12.0,1.0,1492084182.0,0.0,1.0,6,35,0,6,579,2,218,75,0,280,12,62,3,59008,11,3,4,3327,6,0,358,1,1
603933,7.048860667631833e+18,29340000.0,21.0,17.0,2.0,1492122191.0,0.0,0.0,6,35,0,20,955,2,218,122,0,482,12,62,3,59008,11,3,4,3327,6,0,358,1,0
603937,6.420751054856592e+18,134370000.0,21.0,16.0,4.0,1492119001.0,0.0,0.0,6,35,0,7,579,2,218,75,0,280,12,62,3,59008,11,3,4,3327,6,0,358,1,0
603939,7.535069229429629e+18,299000000.0,22.0,17.0,3.0,1492093959.0,0.0,0.0,4,35,0,7,955,4,20,122,4018,482,22,62,3,59008,11,3,4,11,5,3196,208,1,0
603960,3.8300487741689856e+18,71420000.0,25.0,21.0,3.0,1492142792.0,0.0,0.0,6,35,0,6,540,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
603961,8.888293186375741e+17,65920000.0,25.0,22.0,1.0,1492111661.0,0.0,1.0,2,35,0,20,955,2,218,122,0,482,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
603964,8.766228344806715e+17,30390000.0,26.0,23.0,2.0,1492101601.0,0.0,0.0,6,35,0,7,540,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,1
603971,1.7080639998774295e+18,32780000.0,27.0,20.0,4.0,1492122184.0,0.0,0.0,6,35,0,7,749,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,1
603974,4.097823333127434e+18,69750000.0,28.0,28.0,1.0,1492105914.0,0.0,1.0,4,35,0,7,540,2,218,100,0,73,12,62,3,59008,11,3,4,11,5,3196,208,1,1
603976,2.1454711853719698e+18,383700000.0,28.0,13.0,6.0,1492097958.0,0.0,0.0,2,35,0,7,955,2,218,122,7575,482,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
603986,5.415086779040891e+18,13990000.0,31.0,24.0,1.0,1492124532.0,0.0,1.0,4,35,2,1,955,2,218,122,0,482,12,62,3,59008,11,3,4,11,5,3196,208,1,1
603993,1.7080639998774295e+18,192710000.0,33.0,25.0,3.0,1492116095.0,0.0,0.0,3,35,0,7,749,2,218,100,0,73,12,62,3,59008,11,3,4,3327,4,3196,171,1,0
603996,9.41287412603742e+18,12570000.0,34.0,27.0,2.0,1492133565.0,0.0,0.0,4,72,1,23,463,2,218,61,0,73,12,62,3,59008,11,3,4,11,5,3196,208,1,1
603998,2.77887307202164e+18,97970000.0,34.0,31.0,1.0,1492124497.0,0.0,1.0,2,35,0,20,751,2,218,100,7653,73,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
603999,2.0325097758243697e+18,159950000.0,34.0,26.0,3.0,1492140831.0,0.0,0.0,6,35,0,7,540,2,218,100,7652,73,12,62,3,59008,11,3,4,3327,6,0,358,1,0
604000,1.7720862709962803e+18,95400000.0,36.0,24.0,2.0,1492112749.0,0.0,0.0,6,35,0,3,955,2,218,122,0,482,12,62,3,59008,11,3,4,3327,6,0,358,1,1
604002,9.984063416430737e+17,152190000.0,36.0,25.0,7.0,1492092932.0,0.0,0.0,4,35,0,7,869,2,36,0,0,301,12,62,3,59008,11,3,4,11,5,3196,208,1,0
604003,3.9705953108984484e+18,61590000.0,36.0,16.0,2.0,1492104331.0,0.0,0.0,2,35,0,7,182,2,218,19,0,187,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
604012,5.632994425337546e+18,410600000.0,40.0,31.0,1.0,1492096823.0,0.0,1.0,2,35,0,3,955,2,218,122,31811,482,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
604015,8.399546162159355e+18,39470000.0,42.0,32.0,4.0,1492137951.0,0.0,0.0,2,35,0,20,829,2,218,100,0,73,12,62,3,59008,11,3,4,3327,0,3196,0,1,0
604016,6.585154351202228e+18,220560000.0,47.0,33.0,1.0,1492127977.0,0.0,1.0,6,35,0,7,749,2,218,100,0,73,12,62,3,59008,11,3,4,3327,6,0,358,1,1
