fullVisitorId,visitNumber,totals.pageviews,totals.transactionRevenue,totals.hits
5130925613790258931,9.0,44.0,172030000.0,66.0
5133756446972235146,1.0,15.0,27980000.0,17.0
513403330506317388,21.0,78.0,2116150000.0,92.0
5134534584402689966,10.0,67.0,84320000.0,93.0
5135901390896357467,69.0,202.0,193160000.0,302.0
5136029543125072381,6.0,41.0,135970000.0,55.0
5136575351603788061,1.0,47.0,22470000.0,64.0
5137390233868271533,10.0,65.0,31990000.0,79.0
5139927098906360724,6.0,82.0,191810000.0,112.0
514366605460721708,3.0,32.0,40770000.0,40.0
514478324726152361,3.0,30.0,12780000.0,38.0
514517908760071241,6.0,27.0,75950000.0,33.0
5145672113463736515,12.0,54.0,199580000.0,74.0
5146590554135723310,3.0,33.0,246760000.0,43.0
5146868229604959703,10.0,55.0,59990000.0,78.0
5147300688603884511,15.0,58.0,76760000.0,80.0
5148203255288090886,1.0,15.0,10970000.0,15.0
5149388872089992993,1.0,23.0,39180000.0,25.0
5149788969578895545,15.0,187.0,343100000.0,258.0
5150728570406198608,10.0,67.0,16970000.0,76.0
5151881094154298201,1.0,15.0,27980000.0,19.0
515195001502319520,1.0,42.0,114470000.0,51.0
5152933967537529701,3.0,21.0,55210000.0,23.0
5153284426505687304,3.0,41.0,417700000.0,59.0
5155349483223850645,3.0,22.0,90590000.0,27.0
5155783472607862274,3.0,37.0,11960000.0,49.0
5155886278275887447,6.0,38.0,51540000.0,50.0
5157028803252486506,6.0,29.0,24970000.0,37.0
515770511624914543,10.0,50.0,522220000.0,57.0
5158802402159118276,15.0,51.0,93980000.0,60.0
5159223899895327618,1.0,28.0,18990000.0,33.0
5165324285263498873,3.0,30.0,43980000.0,38.0
5166912309670646785,1.0,21.0,43080000.0,26.0
516734366347147622,1.0,46.0,69980000.0,59.0
5168711164353008425,1.0,14.0,12990000.0,16.0
5169652935694684763,3.0,22.0,61590000.0,26.0
5172416976475241536,1.0,26.0,35170000.0,30.0
5174058643764541753,1.0,21.0,10990000.0,24.0
5174129705003851738,91.0,182.0,42860000.0,211.0
5174823732437422013,6.0,48.0,30380000.0,59.0
5175327826829754798,1.0,51.0,52720000.0,69.0
5175920907996496542,28.0,104.0,140700000.0,147.0
5176344820502043789,3.0,23.0,27980000.0,23.0
517644101045776450,3.0,18.0,19750000.0,20.0
517804428885255967,105.0,122.0,1267900000.0,159.0
5179406468603236023,3.0,53.0,109260000.0,70.0
5179586107192059934,3.0,18.0,558250000.0,19.0
5179734692818299400,1.0,57.0,17970000.0,81.0
5179914644892736407,3.0,20.0,33980000.0,26.0
5181406124249294849,1.0,20.0,27980000.0,28.0
5183210238809213015,10.0,59.0,410380000.0,79.0
5185645869012304658,15.0,87.0,1336000000.0,117.0
5185882727774791811,3.0,33.0,41010000.0,47.0
5186081045797872289,3.0,42.0,19980000.0,63.0
5186802869072248264,1.0,62.0,198580000.0,85.0
5187692235197224679,6.0,25.0,63800000.0,30.0
5188382236273817030,36.0,90.0,200000000.0,114.0
5188970266238725427,3.0,42.0,16990000.0,51.0
5189398404527635970,21.0,51.0,126360000.0,63.0
5191173852123388397,1.0,19.0,57460000.0,21.0
5192466598452489380,3.0,40.0,110970000.0,52.0
5194385472773193231,7.0,65.0,76760000.0,88.0
5196691607031491991,15.0,102.0,24900000.0,139.0
5197010601731138144,6.0,46.0,149400000.0,59.0
5199370466032130686,28.0,99.0,94480000.0,110.0
5200523013513210232,3.0,18.0,67180000.0,22.0
5201260022301343178,1.0,48.0,139950000.0,62.0
5201418842615044194,1.0,14.0,1500000.0,15.0
5201800617685913658,6.0,63.0,71900000.0,78.0
5204949067979541223,2.0,88.0,215520000.0,130.0
5205284531932761825,1.0,28.0,23090000.0,37.0
5205547777184804145,6.0,64.0,113120000.0,87.0
5206644155829437888,3.0,30.0,55990000.0,31.0
5213317945757949613,1.0,9.0,133820000.0,11.0
5215840735346366486,10.0,69.0,593570000.0,93.0
5216258683347805755,1.0,20.0,31970000.0,27.0
5216295436197840308,3.0,40.0,83960000.0,48.0
5216366697860957799,3.0,19.0,25180000.0,38.0
5217030869773802032,3.0,77.0,126100000.0,109.0
5217184662856598595,3.0,66.0,111170000.0,80.0
5218796402079832996,10.0,14.0,55990000.0,16.0
5222227778576702992,3.0,28.0,29980000.0,30.0
522359013237328012,20.0,28.0,183960000.0,32.0
5223607251994179242,1.0,78.0,185860000.0,108.0
5223960407923320522,1.0,99.0,207640000.0,141.0
5224330515080725566,4.0,41.0,23980000.0,48.0
5224582846346969715,15.0,129.0,571690000.0,179.0
5229687439187870307,15.0,48.0,87130000.0,65.0
5229878976511252968,1.0,68.0,73550000.0,91.0
5230800631136876455,1.0,25.0,46950000.0,25.0
5231905669936168317,1.0,44.0,57570000.0,58.0
5232863160454746212,3.0,25.0,13590000.0,30.0
5233608199918824641,1.0,20.0,30280000.0,25.0
5233741676972718010,3.0,22.0,150220000.0,26.0
5234724080017990877,14.0,62.0,68850000.0,152.0
5235512449832105588,3.0,47.0,35980000.0,54.0
5236254855277222606,3.0,40.0,35160000.0,50.0
5236490570989867908,6.0,32.0,38980000.0,40.0
5237766343939358794,45.0,65.0,23980000.0,76.0
5238123324211686136,6.0,82.0,14990000.0,105.0
5238919505234478700,6.0,54.0,49540000.0,55.0
5239443997664471780,3.0,30.0,40790000.0,37.0
5241647858965846935,87.0,147.0,79440000.0,176.0
5241810559534801001,1.0,23.0,15470000.0,28.0
5245309370233486788,1.0,12.0,55990000.0,14.0
5246355792709327877,10.0,76.0,83950000.0,84.0
5246872524436020591,10.0,110.0,68950000.0,131.0
5248175492675011686,5.0,38.0,102300000.0,47.0
5248418277725722133,1.0,25.0,73000000.0,33.0
5249500616304412243,1.0,24.0,81900000.0,26.0
5250499107867802403,6.0,64.0,182920000.0,83.0
5250995229512019408,11.0,53.0,36330000.0,67.0
5251862372013388986,66.0,63.0,13590000.0,84.0
5253253329593885485,1.0,30.0,16990000.0,33.0
5253255590732315114,1.0,42.0,28410000.0,56.0
5253470416041507964,1.0,17.0,539800000.0,21.0
525470181967108180,3.0,39.0,6000000.0,45.0
5256372508003021503,15.0,39.0,12310000.0,51.0
5257301734697264503,3.0,35.0,86340000.0,46.0
5257317776210702713,1.0,25.0,18980000.0,30.0
5258378690008715588,3.0,13.0,69500000.0,14.0
5260253601763943122,6.0,76.0,135640000.0,108.0
526145197292765731,1.0,33.0,129970000.0,43.0
5261961522397535940,10.0,29.0,44790000.0,37.0
5262771322194198136,6.0,71.0,142340000.0,96.0
5263059809967138936,28.0,170.0,584320000.0,223.0
5264845021855252769,36.0,82.0,85660000.0,97.0
5264936572592547766,9.0,47.0,19990000.0,55.0
5265060535305335127,1.0,12.0,100770000.0,13.0
5267602855246889214,10.0,51.0,39990000.0,58.0
5268978296636589518,1.0,31.0,68770000.0,45.0
5271119113889748142,3.0,16.0,17590000.0,19.0
5272459334252827422,6.0,42.0,148770000.0,49.0
5274155792937866169,10.0,69.0,50360000.0,87.0
5274178488388033997,3.0,34.0,479000000.0,45.0
527426783375720325,6.0,45.0,219570000.0,65.0
527512175460551498,21.0,121.0,9980000.0,154.0
5276450311991413532,6.0,18.0,44790000.0,19.0
527903113421923907,6.0,41.0,156680000.0,53.0
5281124465457929520,1.0,36.0,29580000.0,49.0
528231576022767993,15.0,73.0,76330000.0,95.0
5282620587109822373,78.0,134.0,523390000.0,163.0
5283278344963059120,16.0,54.0,1449770000.0,72.0
5284289732058785015,10.0,93.0,111130000.0,119.0
5286140759452921849,1.0,34.0,63690000.0,67.0
5286653810282194817,17.0,142.0,96940000.0,171.0
52868681653220057,1.0,42.0,45970000.0,46.0
5287002371302046755,6.0,35.0,24990000.0,44.0
5287517205291863674,6.0,40.0,348250000.0,42.0
5289228483445260579,21.0,28.0,15990000.0,28.0
528933380496819911,10.0,35.0,27180000.0,39.0
5290098351647412370,1.0,31.0,105560000.0,39.0
5291604673691887906,3.0,62.0,19990000.0,80.0
5292294760335216459,35.0,72.0,59900000.0,109.0
5292537032296989599,1.0,52.0,45000000.0,72.0
5292816814095907387,1.0,37.0,34370000.0,47.0
5293894557415373112,1.0,16.0,127480000.0,23.0
52947395050573230,33.0,62.0,36950000.0,70.0
5296105795874914931,3.0,28.0,113470000.0,43.0
5296297372596099151,38.0,74.0,65760000.0,85.0
5297648994750515922,1.0,15.0,35980000.0,17.0
5301053283618426279,4.0,96.0,123380000.0,130.0
5302072233247967005,3.0,37.0,43970000.0,50.0
530238188668261857,6.0,22.0,33980000.0,27.0
5302571039827656728,6.0,24.0,79190000.0,24.0
5302602900050864654,10.0,79.0,53570000.0,91.0
5303631326340222612,1.0,63.0,216430000.0,88.0
5304536055151752154,3.0,23.0,18990000.0,26.0
5305435864968398252,3.0,14.0,21290000.0,18.0
5305744522650786238,55.0,44.0,44790000.0,44.0
5306602082415451052,15.0,37.0,283880000.0,43.0
5306924012372478603,6.0,53.0,26780000.0,67.0
5308677468260522097,10.0,53.0,395000000.0,68.0
5308952469141468647,6.0,38.0,3980000.0,50.0
530920366625737605,1.0,40.0,46250000.0,60.0
5309710556175093157,1.0,67.0,75960000.0,98.0
5310038077394154434,3.0,97.0,26290000.0,141.0
5310174210774227909,3.0,20.0,59990000.0,22.0
5310912563447452038,275.0,229.0,372650000.0,293.0
5312255155344085331,1.0,19.0,209700000.0,20.0
5313430409302737602,1.0,31.0,98330000.0,43.0
5313510578745248325,3.0,17.0,18990000.0,22.0
531400332110604167,6.0,52.0,59990000.0,64.0
5314118005200949115,6.0,25.0,69270000.0,32.0
5314537357116205393,6.0,25.0,79490000.0,29.0
531496906783225698,3.0,26.0,26380000.0,30.0
5315316047616808913,6.0,33.0,21990000.0,41.0
531638978305910082,6.0,52.0,16990000.0,58.0
5317791335633090472,6.0,95.0,3500000.0,107.0
5319251700362675371,1.0,25.0,37980000.0,31.0
532016816923357737,6.0,19.0,19980000.0,21.0
5322201987769163031,6.0,19.0,74990000.0,19.0
5322397769480961983,10.0,63.0,145990000.0,70.0
5322647281273394500,10.0,37.0,42360000.0,43.0
5323620141964404346,3.0,53.0,739480000.0,79.0
5324726013788395323,1.0,28.0,33980000.0,38.0
5326771367506211222,5.0,64.0,121450000.0,92.0
5327166854580374902,28.0,45.0,306670000.0,56.0
5328385563084211127,3.0,23.0,44790000.0,25.0
5330942141326185595,3.0,23.0,46590000.0,31.0
5331056297862855879,21.0,140.0,103980000.0,177.0
5332341363747831465,1.0,36.0,76060000.0,42.0
5336619974419440479,3.0,28.0,6990000.0,30.0
5338696842809908912,5.0,33.0,95960000.0,41.0
5341101778346286262,3.0,40.0,70320000.0,55.0
5341165345511566974,3.0,24.0,382800000.0,29.0
5341224124331711899,1.0,34.0,96230000.0,65.0
5341271361784611942,66.0,282.0,2969540000.0,393.0
5341995419456035142,21.0,49.0,155960000.0,58.0
5342287440571105823,21.0,42.0,61590000.0,45.0
5342879446684210628,7.0,25.0,79990000.0,36.0
5343854079752182770,120.0,162.0,586880000.0,220.0
534455027035361433,1.0,27.0,39990000.0,31.0
5345276565851241365,47.0,41.0,79190000.0,44.0
5346534846866519403,3.0,18.0,24990000.0,21.0
5348412778794343164,1.0,27.0,79150000.0,36.0
5348778605970675529,1.0,12.0,20980000.0,12.0
5349155616428631188,1.0,47.0,1259400000.0,68.0
535271430252634961,1.0,14.0,52570000.0,17.0
5355878105237295955,3.0,18.0,14990000.0,18.0
5356435119809410470,28.0,75.0,18490000.0,97.0
5357337729352210856,1.0,26.0,16380000.0,33.0
5357834743142863382,3.0,17.0,18990000.0,17.0
5358177725781959243,1.0,55.0,76680000.0,71.0
5358347730935302771,1.0,48.0,56970000.0,68.0
5359483083240024322,21.0,51.0,27970000.0,72.0
5359997497493583219,1.0,15.0,13590000.0,17.0
5361867695189880188,6.0,91.0,76780000.0,107.0
5363423256210822275,3.0,22.0,18990000.0,23.0
536428604379922267,3.0,34.0,24700000.0,40.0
5365708442015077167,3.0,61.0,47490000.0,72.0
5366601655480145417,21.0,64.0,235700000.0,81.0
5367424131768491778,1.0,14.0,118940000.0,14.0
5368975563333608262,3.0,30.0,23970000.0,38.0
5369119597016381899,3.0,20.0,39990000.0,22.0
5369128368163820088,5.0,21.0,41990000.0,30.0
5369550870093872521,6.0,58.0,69970000.0,69.0
5369585818624352954,10.0,54.0,121140000.0,75.0
5370842366618648178,15.0,37.0,54360000.0,48.0
5371617068925994598,1.0,23.0,234530000.0,28.0
5371765273068173605,10.0,37.0,16990000.0,42.0
5373849628631973654,1.0,45.0,33840000.0,47.0
5375717438017990161,6.0,44.0,23970000.0,58.0
5375879042397621838,6.0,23.0,27190000.0,30.0
5376789348329922764,1.0,21.0,15990000.0,23.0
5376929534798257568,1.0,23.0,37800000.0,32.0
5377821611338556054,36.0,63.0,146520000.0,72.0
5378279160532453494,3.0,30.0,55990000.0,35.0
5379025171012040932,10.0,50.0,89670000.0,55.0
537940071228449977,31.0,23.0,121940000.0,24.0
5379904968575020585,1.0,15.0,27190000.0,19.0
5379976176141743107,1.0,25.0,39990000.0,30.0
5381050713444161214,21.0,69.0,59990000.0,92.0
5384999715597179184,1.0,21.0,137290000.0,28.0
5385185229855474745,15.0,63.0,39990000.0,81.0
53866968780969645,1.0,30.0,19990000.0,39.0
5389570211397748919,1.0,34.0,25960000.0,37.0
5389664508142113724,13.0,25.0,13590000.0,28.0
539032312488458869,1.0,26.0,38380000.0,31.0
539181992389988672,6.0,45.0,60780000.0,51.0
5393564423010842176,263.0,151.0,33680000.0,158.0
5394117793906112034,1.0,27.0,16790000.0,32.0
5395170919790371071,1.0,23.0,69250000.0,28.0
5396182218932107293,3.0,63.0,70150000.0,88.0
5397689762316048105,1.0,44.0,43370000.0,52.0
5397831032804503408,6.0,48.0,27980000.0,57.0
5399425973335607113,15.0,54.0,47950000.0,69.0
5399436309961622385,10.0,40.0,42970000.0,49.0
5400263759005531728,6.0,32.0,20090000.0,37.0
5400673732426511835,91.0,141.0,14480000.0,174.0
5401754363732378575,3.0,25.0,287600000.0,32.0
5402571042001627330,22.0,36.0,86360000.0,48.0
5402622110310553851,3.0,18.0,9570000.0,20.0
5404315968522337707,1.0,24.0,1500000.0,27.0
5404608104798275403,1.0,51.0,13570000.0,59.0
5406305545135860881,1.0,32.0,12990000.0,38.0
5408240703525920538,3.0,38.0,18270000.0,54.0
5409062916318934931,15.0,99.0,82700000.0,136.0
5409849086815632052,30.0,114.0,73960000.0,148.0
5409985606814283467,91.0,215.0,355910000.0,270.0
5410884318948869106,3.0,28.0,16990000.0,38.0
5411864857395220243,5.0,17.0,47970000.0,17.0
5412295266438507399,1.0,34.0,83330000.0,38.0
5414121324420751471,1.0,13.0,27190000.0,13.0
5414597853081297366,8.0,78.0,111170000.0,107.0
5414778440969335716,6.0,79.0,171970000.0,91.0
5415003861533964374,35.0,55.0,102460000.0,77.0
5415086779040891341,10.0,27.0,13990000.0,34.0
541723931810773095,10.0,41.0,108880000.0,50.0
541801617495136574,1.0,23.0,68770000.0,29.0
5418879524729998284,10.0,65.0,154170000.0,80.0
541939415042873067,1.0,12.0,10390000.0,20.0
5421072236704434146,6.0,28.0,67980000.0,37.0
5422490769973828124,1.0,13.0,67180000.0,15.0
542333354260444568,3.0,66.0,438540000.0,110.0
5423437990262090686,1.0,30.0,353490000.0,36.0
5423482530849493225,5.0,18.0,167480000.0,25.0
5423659711610895780,3.0,119.0,51120000.0,179.0
5426533618446479401,63.0,72.0,31180000.0,98.0
5426964543213202381,3.0,37.0,82980000.0,45.0
5427034488751812445,10.0,72.0,76350000.0,95.0
5427815451754504736,3.0,26.0,22380000.0,32.0
5427859943259762848,6.0,32.0,24770000.0,41.0
5429486512675747179,10.0,87.0,165560000.0,124.0
5429642908355908578,10.0,69.0,42550000.0,91.0
5429715224330423936,10.0,31.0,40770000.0,35.0
5430871113071179635,36.0,37.0,44790000.0,61.0
5430879576678891336,3.0,43.0,192720000.0,52.0
543100701177479713,3.0,46.0,116260000.0,59.0
5431240026017459443,3.0,45.0,64900000.0,53.0
543133542685191215,1.0,12.0,19950000.0,13.0
543272304721995322,6.0,51.0,3980000.0,64.0
5433393935590550771,15.0,57.0,90020000.0,67.0
543368443296403226,3.0,16.0,55180000.0,19.0
543454429875721280,6.0,95.0,75980000.0,123.0
543654610852010937,15.0,75.0,48770000.0,99.0
5437013238128269518,1.0,20.0,16790000.0,20.0
5438008470160894903,3.0,26.0,189080000.0,31.0
5438973470974624883,1.0,21.0,71460000.0,22.0
5441087838163342931,3.0,37.0,56740000.0,45.0
5441957633456467994,62.0,143.0,159970000.0,172.0
544222846238969798,1.0,56.0,33980000.0,74.0
5442500961218255804,21.0,83.0,123150000.0,101.0
5446026750047012560,6.0,22.0,78380000.0,22.0
5448576624239001417,10.0,24.0,19990000.0,24.0
5449143729652556849,6.0,50.0,17590000.0,57.0
5449862868756015868,18.0,79.0,106960000.0,95.0
544989058215133805,14.0,30.0,79990000.0,38.0
5450212768993016861,10.0,108.0,93570000.0,154.0
5450272996112329106,3.0,38.0,33980000.0,45.0
5450370391820188732,1.0,26.0,21980000.0,34.0
5450844266039297896,8.0,35.0,52370000.0,48.0
5451348672261739783,3.0,13.0,12990000.0,16.0
545209862900348723,1.0,32.0,52380000.0,34.0
545302570079415113,5.0,20.0,87990000.0,20.0
5453814942218700103,10.0,30.0,39980000.0,32.0
5454295090102918326,6.0,26.0,19990000.0,32.0
5455606693891929152,20.0,38.0,32300000.0,44.0
5456592734532030332,3.0,57.0,18980000.0,67.0
5457033415990547887,42.0,133.0,346970000.0,195.0
5457966268582392647,25.0,45.0,23910000.0,57.0
5465363328893733529,3.0,15.0,33590000.0,19.0
5466662603729331412,10.0,35.0,97190000.0,38.0
5467849241888825970,6.0,53.0,62970000.0,75.0
5469079519715865124,21.0,64.0,5601400000.0,94.0
5470058724579220258,7.0,32.0,23500000.0,38.0
547013638763660090,36.0,48.0,134360000.0,52.0
5473881678861602565,5.0,26.0,58360000.0,32.0
5477663559280891818,1.0,30.0,8180000.0,35.0
5477992954801999098,1.0,10.0,51990000.0,12.0
5477995204043660887,1.0,10.0,30390000.0,13.0
5478724114712597508,13.0,119.0,75660000.0,176.0
5479337178249732915,6.0,68.0,18990000.0,72.0
5479473979558156629,3.0,70.0,25470000.0,90.0
5480097913363459675,10.0,61.0,274750000.0,72.0
5480128586099490735,3.0,27.0,55990000.0,35.0
5480664730921696819,1.0,42.0,627000000.0,56.0
5481081028229796179,1.0,42.0,13590000.0,75.0
5481905937199610748,1.0,30.0,77970000.0,40.0
5482268323591147486,1.0,39.0,28980000.0,47.0
5483011806347502134,53.0,75.0,22380000.0,99.0
5483156497557634103,3.0,25.0,33590000.0,27.0
5484192431501913475,120.0,144.0,56770000.0,149.0
5486423312788260329,15.0,158.0,152890000.0,227.0
5487175269492729703,5.0,25.0,39900000.0,25.0
5488410709317944276,1.0,19.0,32980000.0,20.0
5488842804207914661,1.0,12.0,27190000.0,15.0
5490718760386524678,1.0,28.0,84000000.0,35.0
5491117449549870331,312.0,280.0,316220000.0,372.0
549158270848959308,102.0,73.0,73610000.0,97.0
5492367789301420845,21.0,63.0,134980000.0,73.0
5492630606781186660,21.0,95.0,450700000.0,121.0
5493141514969614509,6.0,35.0,38970000.0,52.0
549380289036184273,6.0,14.0,20990000.0,14.0
5494046638667244775,1.0,44.0,183070000.0,63.0
5498699578432669706,6.0,102.0,16440000.0,129.0
5500182607993931436,1.0,29.0,7760000.0,38.0
5501735992704421396,15.0,66.0,147940000.0,82.0
5505580572887892960,3.0,46.0,220940000.0,60.0
5506252636984240806,1.0,14.0,1990000.0,16.0
5506296400494129114,3.0,23.0,111600000.0,23.0
5506432627540376379,21.0,109.0,28900000.0,139.0
550660948694018203,3.0,21.0,46370000.0,25.0
5507236446971002525,1.0,37.0,40770000.0,47.0
5508164318239659326,3.0,26.0,30280000.0,37.0
5509634145014116132,3.0,29.0,21260000.0,35.0
5510313651975953337,15.0,47.0,153960000.0,59.0
5510335064677870473,1.0,33.0,47960000.0,41.0
5510897881327893367,1.0,26.0,114340000.0,31.0
5512744925410659627,15.0,33.0,33590000.0,37.0
5513331212846933396,24.0,59.0,556610000.0,85.0
5513418547926815153,1.0,17.0,56970000.0,20.0
5513556639437908117,21.0,53.0,1086860000.0,66.0
5514710857144039203,6.0,24.0,15190000.0,24.0
5515350445753934486,21.0,159.0,115940000.0,235.0
5516160305654218647,15.0,21.0,33590000.0,21.0
5517310575892278995,10.0,79.0,758400000.0,96.0
551930514989058018,3.0,19.0,167650000.0,23.0
5519565952610799337,5.0,14.0,78390000.0,15.0
5519604416801831347,3.0,32.0,93590000.0,41.0
5520761942554213462,10.0,163.0,409180000.0,228.0
5520985287231906451,3.0,18.0,72980000.0,20.0
5522900869566252601,1.0,32.0,84070000.0,40.0
55230885834366137,5.0,35.0,128470000.0,49.0
5523134434912624925,5.0,29.0,39680000.0,33.0
5524449021244950311,1.0,13.0,33590000.0,14.0
5525066459488946618,6.0,33.0,368200000.0,39.0
5526508111832118259,3.0,59.0,177550000.0,68.0
5526624295443259064,15.0,102.0,184410000.0,135.0
5526675926038480325,1.0,466.0,87960000.0,500.0
5530375638871034769,14.0,20.0,139980000.0,22.0
553037813052104682,1.0,18.0,21990000.0,22.0
5531467304590272597,6.0,69.0,70370000.0,102.0
5531566199556647886,10.0,55.0,210360000.0,69.0
5532417941225696082,28.0,51.0,55980000.0,63.0
553274180487420287,1.0,15.0,76960000.0,18.0
5533303761041103134,52.0,63.0,82430000.0,91.0
5534685306856888112,1.0,49.0,21990000.0,59.0
5535005184327242090,3.0,77.0,40970000.0,121.0
5535488940465065287,1.0,33.0,67570000.0,41.0
5535500451008773788,6.0,152.0,151970000.0,229.0
5536585753094480600,6.0,19.0,33590000.0,21.0
5537140767196108194,15.0,63.0,63950000.0,79.0
5538435101700540876,15.0,52.0,25820000.0,65.0
553904149065456549,45.0,49.0,167970000.0,56.0
5540414739780174811,45.0,187.0,387020000.0,261.0
5540724306740925009,1.0,16.0,27190000.0,18.0
5541013582108624556,3.0,41.0,1153760000.0,52.0
5541311886379272019,17.0,37.0,224850000.0,48.0
5541410550636269362,38.0,70.0,42870000.0,98.0
5541640831411954613,1.0,27.0,31180000.0,30.0
5541886923093040975,15.0,80.0,8400000.0,113.0
5542047417982345824,10.0,145.0,85190000.0,207.0
5542844395633027147,34.0,116.0,144910000.0,146.0
5543720275163396146,15.0,30.0,168300000.0,33.0
5544703101015232605,15.0,55.0,291070000.0,63.0
554532408320415638,30.0,56.0,62480000.0,72.0
554581394170643542,1.0,44.0,102860000.0,55.0
5546357899055367102,15.0,20.0,263780000.0,22.0
5546697175223697472,3.0,37.0,31840000.0,39.0
5546743631344765720,1.0,37.0,43980000.0,59.0
5546793669751235607,10.0,29.0,30790000.0,38.0
554728164623826608,1.0,19.0,16990000.0,21.0
5549135228417306285,166.0,114.0,29940000.0,119.0
555043313953093171,3.0,29.0,55990000.0,34.0
555059843722195488,1.0,27.0,12990000.0,57.0
5552453019078254306,10.0,40.0,59180000.0,49.0
5553022010175334700,3.0,47.0,113480000.0,106.0
5553543772458021100,6.0,37.0,231070000.0,54.0
5553577295903148594,30.0,22.0,14680000.0,24.0
5554031903314376393,4.0,11.0,10630000.0,13.0
5555490388614150520,10.0,33.0,31150000.0,38.0
5556519873090300831,21.0,46.0,61580000.0,55.0
5556648817783304059,3.0,21.0,158380000.0,21.0
55571790399340202,10.0,97.0,75440000.0,130.0
5557717188766173327,15.0,57.0,18990000.0,66.0
5560297984999378584,78.0,121.0,34970000.0,141.0
5560738691178582099,1.0,27.0,10990000.0,30.0
5561134301954215785,6.0,29.0,16990000.0,35.0
5563123334052007578,1.0,15.0,23990000.0,17.0
5563168194966233133,3.0,32.0,57580000.0,43.0
5563434694269548184,3.0,81.0,90210000.0,106.0
5564329510174099370,9.0,16.0,138580000.0,20.0
5564610750564086192,3.0,86.0,90340000.0,129.0
5565360856362837740,1.0,31.0,17590000.0,32.0
5566679994266805984,3.0,30.0,68700000.0,41.0
5567063922229445613,1.0,29.0,17590000.0,32.0
5567359390625542326,6.0,45.0,59470000.0,56.0
5567725052045754529,3.0,35.0,74670000.0,39.0
5569275433551045400,6.0,34.0,58970000.0,38.0
557041874411922739,6.0,41.0,103970000.0,55.0
5571134167525612078,1.0,13.0,132000000.0,15.0
557267724728292293,1.0,24.0,5700000.0,24.0
5573758445648159891,1.0,39.0,298270000.0,56.0
5573862232372120211,21.0,145.0,16730000.0,174.0
5574984436191734530,28.0,312.0,525980000.0,472.0
5575489198519963160,91.0,194.0,393630000.0,249.0
5575936581064854068,3.0,46.0,28480000.0,48.0
5576035049116841174,3.0,56.0,59960000.0,78.0
5577094187209955353,3.0,15.0,134370000.0,16.0
5578954163895924793,3.0,14.0,68100000.0,18.0
5579426587709014317,1.0,14.0,19990000.0,18.0
5579921985700518049,28.0,33.0,111390000.0,35.0
5579963663237944825,1.0,21.0,64780000.0,25.0
5580729161862830702,3.0,50.0,7970000.0,62.0
5581127856210744307,3.0,55.0,49960000.0,63.0
5581714403663520162,1.0,24.0,50970000.0,32.0
5584411114546174652,78.0,156.0,42350000.0,205.0
5584945563861944723,3.0,151.0,282370000.0,248.0
5587285412268223147,1.0,26.0,218050000.0,33.0
5590346028970118637,1.0,22.0,99990000.0,25.0
5590743844926892757,752.0,733.0,3960180000.0,993.0
5590886832095311283,1.0,46.0,84960000.0,66.0
5591592424191591132,3.0,27.0,138230000.0,30.0
5591828817981508202,21.0,38.0,81700000.0,47.0
5592426380056165387,3.0,40.0,23180000.0,40.0
5592469018549253101,5.0,15.0,23990000.0,16.0
5592881072764401031,6.0,97.0,851100000.0,117.0
5594550862521912148,10.0,67.0,108780000.0,90.0
5599295096941402799,26.0,32.0,91960000.0,38.0
560045648140089234,21.0,81.0,175320000.0,95.0
5601331232035413778,19.0,123.0,103930000.0,162.0
5602367908405796576,1.0,18.0,166950000.0,23.0
5603141733790765998,15.0,62.0,31990000.0,73.0
5604492161936602744,72.0,250.0,168730000.0,311.0
5604878405590079298,1.0,39.0,26980000.0,47.0
5606007994781234894,10.0,31.0,25000000.0,39.0
560684445670763197,1.0,121.0,530820000.0,189.0
5607760817604104979,1.0,13.0,81540000.0,13.0
5608024897662602499,3.0,27.0,199900000.0,33.0
560805040196785546,3.0,69.0,67410000.0,96.0
5608846889969953752,1.0,41.0,60480000.0,50.0
5609394618521393122,1.0,44.0,71800000.0,58.0
5609577776870095596,1.0,29.0,72980000.0,32.0
5610034740726325654,1.0,11.0,16990000.0,11.0
5610138388014426399,1.0,13.0,18000000.0,14.0
5610631581931690167,6.0,17.0,67950000.0,17.0
5612267454123483298,5.0,78.0,23170000.0,102.0
5612437440954478769,1.0,49.0,87970000.0,60.0
5612807768965191337,6.0,19.0,44790000.0,23.0
5613309265736264398,1.0,29.0,84460000.0,40.0
5613784133853070022,10.0,51.0,335310000.0,78.0
5614442776922836498,25.0,82.0,127940000.0,104.0
5614576136244185629,36.0,42.0,22380000.0,46.0
5614933090112217012,10.0,82.0,789080000.0,96.0
5615160633552523867,10.0,48.0,30390000.0,55.0
5615435557331654733,1.0,22.0,48070000.0,37.0
5615659499306558316,14.0,85.0,1107120000.0,115.0
5617359298212558495,12.0,36.0,47170000.0,52.0
5617770153245303309,36.0,86.0,927200000.0,109.0
561827271234161338,10.0,28.0,41010000.0,33.0
5618988196982024867,6.0,55.0,29580000.0,68.0
5620325243593329832,1.0,22.0,46370000.0,29.0
5621966103011693855,1.0,48.0,63960000.0,57.0
562303340035925415,25.0,50.0,30910000.0,66.0
5623116547642226257,33.0,27.0,30390000.0,31.0
562325699784469979,6.0,37.0,55100000.0,43.0
5623565277433732918,3.0,24.0,6990000.0,27.0
5623565664347898852,3.0,35.0,37570000.0,49.0
